nm,n,k,
4221.190376,1.460475,0.000631273,
4222.081486,1.460464,0.000632192,
4222.972973,1.460452,0.000633111,
4223.864836,1.46044,0.000634031,
4224.757076,1.460428,0.000634951,
4225.649694,1.460417,0.000635872,
4226.542688,1.460405,0.000636794,
4227.43606,1.460393,0.000637715,
4228.32981,1.460381,0.000638638,
4229.223937,1.46037,0.000639561,
4230.118443,1.460358,0.000640484,
4231.013328,1.460346,0.000641408,
4231.908591,1.460334,0.000642333,
4232.804233,1.460323,0.000643258,
4233.700254,1.460311,0.000644183,
4234.596655,1.460299,0.000645109,
4235.493435,1.460287,0.000646035,
4236.390595,1.460275,0.000646962,
4237.288136,1.460263,0.00064789,
4238.186056,1.460252,0.000648818,
4239.084358,1.46024,0.000649746,
4239.98304,1.460228,0.000650675,
4240.882103,1.460216,0.000651604,
4241.781548,1.460204,0.000652534,
4242.681375,1.460192,0.000653464,
4243.581583,1.46018,0.000654395,
4244.482173,1.460168,0.000655326,
4245.383146,1.460157,0.000656258,
4246.284501,1.460145,0.00065719,
4247.186239,1.460133,0.000658123,
4248.08836,1.460121,0.000659056,
4248.990865,1.460109,0.00065999,
4249.893753,1.460097,0.000660924,
4250.797024,1.460085,0.000661859,
4251.70068,1.460073,0.000662794,
4252.60472,1.460061,0.000663729,
4253.509145,1.460049,0.000664665,
4254.413954,1.460037,0.000665602,
4255.319149,1.460025,0.000666538,
4256.224729,1.460013,0.000667476,
4257.130694,1.460001,0.000668414,
4258.037045,1.459989,0.000669352,
4258.943782,1.459977,0.00067029,
4259.850905,1.459965,0.000671229,
4260.758415,1.459953,0.000672169,
4261.666312,1.459941,0.000673109,
4262.574595,1.459929,0.00067405,
4263.483266,1.459917,0.00067499,
4264.392324,1.459905,0.000675932,
4265.30177,1.459892,0.000676874,
4266.211604,1.45988,0.000677816,
4267.121826,1.459868,0.000678758,
4268.032437,1.459856,0.000679701,
4268.943436,1.459844,0.000680645,
4269.854825,1.459832,0.000681589,
4270.766603,1.45982,0.000682533,
4271.67877,1.459808,0.000683478,
4272.591327,1.459795,0.000684423,
4273.504274,1.459783,0.000685369,
4274.417611,1.459771,0.000686315,
4275.331338,1.459759,0.000687261,
4276.245456,1.459747,0.000688208,
4277.159966,1.459734,0.000689155,
4278.074866,1.459722,0.000690103,
4278.990158,1.45971,0.000691051,
4279.905842,1.459698,0.000691999,
4280.821918,1.459685,0.000692948,
4281.738386,1.459673,0.000693898,
4282.655246,1.459661,0.000694847,
4283.572499,1.459649,0.000695798,
4284.490146,1.459636,0.000696748,
4285.408185,1.459624,0.000697699,
4286.326618,1.459612,0.00069865,
4287.245445,1.459599,0.000699602,
4288.164666,1.459587,0.000700554,
4289.084281,1.459575,0.000701506,
4290.00429,1.459562,0.000702459,
4290.924694,1.45955,0.000703412,
4291.845494,1.459538,0.000704366,
4292.766688,1.459525,0.00070532,
4293.688278,1.459513,0.000706274,
4294.610264,1.4595,0.000707229,
4295.532646,1.459488,0.000708184,
4296.455424,1.459476,0.00070914,
4297.378599,1.459463,0.000710095,
4298.302171,1.459451,0.000711052,
4299.226139,1.459438,0.000712008,
4300.150505,1.459426,0.000712965,
4301.075269,1.459413,0.000713923,
4302.00043,1.459401,0.00071488,
4302.92599,1.459388,0.000715839,
4303.851947,1.459376,0.000716797,
4304.778304,1.459363,0.000717755,
4305.705059,1.459351,0.000718715,
4306.632214,1.459338,0.000719674,
4307.559767,1.459326,0.000720634,
4308.487721,1.459313,0.000721594,
4309.416074,1.459301,0.000722554,
4310.344828,1.459288,0.000723515,
4311.273981,1.459275,0.000724476,
4312.203536,1.459263,0.000725438,
4313.133491,1.45925,0.0007264,
4314.063848,1.459238,0.000727362,
4314.994606,1.459225,0.000728324,
4315.925766,1.459212,0.000729287,
4316.857328,1.4592,0.000730251,
4317.789292,1.459187,0.000731214,
4318.721658,1.459174,0.000732178,
4319.654428,1.459162,0.000733142,
4320.5876,1.459149,0.000734106,
4321.521175,1.459136,0.000735071,
4322.455155,1.459124,0.000736036,
4323.389537,1.459111,0.000737002,
4324.324324,1.459098,0.000737967,
4325.259516,1.459085,0.000738933,
4326.195111,1.459073,0.0007399,
4327.131112,1.45906,0.000740867,
4328.067518,1.459047,0.000741834,
4329.004329,1.459034,0.000742801,
4329.941546,1.459021,0.000743768,
4330.879168,1.459009,0.000744736,
4331.817197,1.458996,0.000745704,
4332.755633,1.458983,0.000746673,
4333.694475,1.45897,0.000747642,
4334.633723,1.458957,0.00074861,
4335.57338,1.458944,0.00074958,
4336.513443,1.458931,0.000750549,
4337.453915,1.458918,0.000751519,
4338.394794,1.458906,0.00075249,
4339.336082,1.458893,0.00075346,
4340.277778,1.45888,0.00075443,
4341.219883,1.458867,0.000755402,
4342.162397,1.458854,0.000756373,
4343.10532,1.458841,0.000757344,
4344.048653,1.458828,0.000758316,
4344.992396,1.458815,0.000759288,
4345.936549,1.458802,0.000760261,
4346.881113,1.458789,0.000761233,
4347.826087,1.458776,0.000762206,
4348.771472,1.458763,0.000763179,
4349.717268,1.45875,0.000764152,
4350.663476,1.458737,0.000765126,
4351.610096,1.458723,0.0007661,
4352.557127,1.45871,0.000767074,
4353.504571,1.458697,0.000768048,
4354.452428,1.458684,0.000769023,
4355.400697,1.458671,0.000769998,
4356.349379,1.458658,0.000770973,
4357.298475,1.458645,0.000771948,
4358.247984,1.458632,0.000772924,
4359.197908,1.458618,0.000773899,
4360.148245,1.458605,0.000774876,
4361.098997,1.458592,0.000775851,
4362.050164,1.458579,0.000776828,
4363.001745,1.458566,0.000777805,
4363.953742,1.458552,0.000778782,
4364.906155,1.458539,0.000779759,
4365.858983,1.458526,0.000780736,
4366.812227,1.458512,0.000781714,
4367.765888,1.458499,0.000782692,
4368.719965,1.458486,0.000783669,
4369.674459,1.458473,0.000784648,
4370.629371,1.458459,0.000785626,
4371.584699,1.458446,0.000786605,
4372.540446,1.458432,0.000787584,
4373.496611,1.458419,0.000788562,
4374.453193,1.458406,0.000789542,
4375.410195,1.458392,0.000790521,
4376.367615,1.458379,0.000791501,
4377.325454,1.458365,0.00079248,
4378.283713,1.458352,0.00079346,
4379.242391,1.458339,0.000794441,
4380.201489,1.458325,0.000795421,
4381.161008,1.458312,0.000796401,
4382.120947,1.458298,0.000797382,
4383.081306,1.458285,0.000798363,
4384.042087,1.458271,0.000799344,
4385.003289,1.458258,0.000800325,
4385.964912,1.458244,0.000801306,
4386.926958,1.45823,0.000802288,
4387.889425,1.458217,0.00080327,
4388.852315,1.458203,0.000804252,
4389.815628,1.45819,0.000805234,
4390.779363,1.458176,0.000806216,
4391.743522,1.458162,0.000807198,
4392.708105,1.458149,0.000808181,
4393.673111,1.458135,0.000809163,
4394.638541,1.458121,0.000810146,
4395.604396,1.458108,0.000811129,
4396.570675,1.458094,0.000812112,
4397.537379,1.45808,0.000813096,
4398.504508,1.458066,0.000814079,
4399.472063,1.458053,0.000815062,
4400.440044,1.458039,0.000816046,
4401.408451,1.458025,0.00081703,
4402.377284,1.458011,0.000818014,
4403.346543,1.457998,0.000818998,
4404.31623,1.457984,0.000819982,
4405.286344,1.45797,0.000820966,
4406.256885,1.457956,0.000821951,
4407.227854,1.457942,0.000822935,
4408.199251,1.457928,0.00082392,
4409.171076,1.457914,0.000824905,
4410.14333,1.457901,0.000825889,
4411.116012,1.457887,0.000826874,
4412.089124,1.457873,0.000827859,
4413.062665,1.457859,0.000828844,
4414.036637,1.457845,0.00082983,
4415.011038,1.457831,0.000830815,
4415.985869,1.457817,0.000831801,
4416.961131,1.457803,0.000832786,
4417.936824,1.457789,0.000833772,
4418.912947,1.457775,0.000834758,
4419.889503,1.457761,0.000835744,
4420.86649,1.457746,0.000836729,
4421.843909,1.457732,0.000837715,
4422.82176,1.457718,0.000838702,
4423.800044,1.457704,0.000839688,
4424.778761,1.45769,0.000840674,
4425.757911,1.457676,0.00084166,
4426.737494,1.457662,0.000842647,
4427.717512,1.457647,0.000843633,
4428.697963,1.457633,0.00084462,
4429.678848,1.457619,0.000845606,
4430.660168,1.457605,0.000846593,
4431.641923,1.457591,0.000847579,
4432.624113,1.457576,0.000848566,
4433.606739,1.457562,0.000849553,
4434.5898,1.457548,0.00085054,
4435.573298,1.457533,0.000851527,
4436.557232,1.457519,0.000852514,
4437.541602,1.457505,0.000853501,
4438.526409,1.45749,0.000854488,
4439.511654,1.457476,0.000855475,
4440.497336,1.457462,0.000856462,
4441.483455,1.457447,0.000857449,
4442.470013,1.457433,0.000858436,
4443.45701,1.457418,0.000859424,
4444.444444,1.457404,0.000860411,
4445.432318,1.457389,0.000861398,
4446.420631,1.457375,0.000862385,
4447.409384,1.45736,0.000863373,
4448.398577,1.457346,0.00086436,
4449.388209,1.457331,0.000865347,
4450.378282,1.457317,0.000866334,
4451.368796,1.457302,0.000867322,
4452.359751,1.457287,0.000868309,
4453.351147,1.457273,0.000869297,
4454.342984,1.457258,0.000870284,
4455.335264,1.457244,0.000871271,
4456.327986,1.457229,0.000872259,
4457.32115,1.457214,0.000873246,
4458.314757,1.457199,0.000874233,
4459.308807,1.457185,0.000875221,
4460.303301,1.45717,0.000876208,
4461.298238,1.457155,0.000877195,
4462.293619,1.45714,0.000878183,
4463.289444,1.457126,0.00087917,
4464.285714,1.457111,0.000880157,
4465.282429,1.457096,0.000881144,
4466.279589,1.457081,0.000882131,
4467.277195,1.457066,0.000883119,
4468.275246,1.457051,0.000884106,
4469.273743,1.457037,0.000885093,
4470.272687,1.457022,0.00088608,
4471.272077,1.457007,0.000887067,
4472.271914,1.456992,0.000888053,
4473.272199,1.456977,0.00088904,
4474.272931,1.456962,0.000890027,
4475.274111,1.456947,0.000891014,
4476.275739,1.456932,0.000892001,
4477.277815,1.456917,0.000892987,
4478.28034,1.456902,0.000893974,
4479.283315,1.456887,0.00089496,
4480.286738,1.456871,0.000895947,
4481.290612,1.456856,0.000896933,
4482.294935,1.456841,0.00089792,
4483.299709,1.456826,0.000898906,
4484.304933,1.456811,0.000899892,
4485.310608,1.456796,0.000900878,
4486.316734,1.45678,0.000901864,
4487.323312,1.456765,0.00090285,
4488.330341,1.45675,0.000903836,
4489.337823,1.456735,0.000904822,
4490.345757,1.456719,0.000905808,
4491.354143,1.456704,0.000906793,
4492.362983,1.456689,0.000907779,
4493.372276,1.456673,0.000908764,
4494.382022,1.456658,0.000909749,
4495.392223,1.456643,0.000910734,
4496.402878,1.456627,0.000911719,
4497.413987,1.456612,0.000912705,
4498.425551,1.456596,0.000913689,
4499.43757,1.456581,0.000914674,
4500.450045,1.456565,0.000915659,
4501.462975,1.45655,0.000916643,
4502.476362,1.456534,0.000917627,
4503.490205,1.456519,0.000918612,
4504.504505,1.456503,0.000919596,
4505.519261,1.456488,0.00092058,
4506.534475,1.456472,0.000921564,
4507.550146,1.456456,0.000922548,
4508.566276,1.456441,0.000923531,
4509.582864,1.456425,0.000924515,
4510.59991,1.456409,0.000925498,
4511.617415,1.456394,0.000926481,
4512.635379,1.456378,0.000927464,
4513.653803,1.456362,0.000928447,
4514.672686,1.456346,0.00092943,
4515.69203,1.456331,0.000930412,
4516.711834,1.456315,0.000931395,
4517.732098,1.456299,0.000932377,
4518.752824,1.456283,0.000933359,
4519.774011,1.456267,0.000934341,
4520.79566,1.456251,0.000935323,
4521.817771,1.456235,0.000936304,
4522.840344,1.456219,0.000937285,
4523.863379,1.456203,0.000938267,
4524.886878,1.456187,0.000939248,
4525.91084,1.456171,0.000940229,
4526.935265,1.456155,0.000941209,
4527.960154,1.456139,0.00094219,
4528.985507,1.456123,0.00094317,
4530.011325,1.456107,0.00094415,
4531.037608,1.456091,0.00094513,
4532.064355,1.456075,0.00094611,
4533.091568,1.456059,0.000947089,
4534.119247,1.456043,0.000948068,
4535.147392,1.456026,0.000949047,
4536.176004,1.45601,0.000950026,
4537.205082,1.455994,0.000951005,
4538.234627,1.455978,0.000951983,
4539.264639,1.455961,0.000952961,
4540.295119,1.455945,0.00095394,
4541.326067,1.455929,0.000954917,
4542.357484,1.455912,0.000955895,
4543.389368,1.455896,0.000956872,
4544.421722,1.455879,0.000957849,
4545.454545,1.455863,0.000958826,
4546.487838,1.455847,0.000959803,
4547.521601,1.45583,0.000960779,
4548.555834,1.455814,0.000961755,
4549.590537,1.455797,0.000962731,
4550.625711,1.455781,0.000963707,
4551.661356,1.455764,0.000964682,
4552.697473,1.455747,0.000965657,
4553.734062,1.455731,0.000966632,
4554.771123,1.455714,0.000967606,
4555.808656,1.455697,0.000968581,
4556.846662,1.455681,0.000969555,
4557.885141,1.455664,0.000970529,
4558.924094,1.455647,0.000971502,
4559.96352,1.455631,0.000972476,
4561.003421,1.455614,0.000973449,
4562.043796,1.455597,0.000974421,
4563.084645,1.45558,0.000975394,
4564.12597,1.455563,0.000976366,
4565.16777,1.455546,0.000977337,
4566.210046,1.455529,0.000978309,
4567.252797,1.455513,0.00097928,
4568.296026,1.455496,0.000980252,
4569.33973,1.455479,0.000981222,
4570.383912,1.455462,0.000982193,
4571.428571,1.455445,0.000983163,
4572.473708,1.455428,0.000984133,
4573.519323,1.45541,0.000985102,
4574.565416,1.455393,0.000986071,
4575.611988,1.455376,0.00098704,
4576.659039,1.455359,0.000988008,
4577.706569,1.455342,0.000988977,
4578.754579,1.455325,0.000989945,
4579.803068,1.455307,0.000990912,
4580.852038,1.45529,0.000991879,
4581.901489,1.455273,0.000992846,
4582.951421,1.455256,0.000993813,
4584.001834,1.455238,0.000994779,
4585.052728,1.455221,0.000995745,
4586.104105,1.455204,0.000996711,
4587.155963,1.455186,0.000997676,
4588.208305,1.455169,0.000998641,
4589.261129,1.455151,0.000999605,
4590.314437,1.455134,0.001000569,
4591.368228,1.455116,0.001001533,
4592.422503,1.455099,0.001002497,
4593.477262,1.455081,0.00100346,
4594.532506,1.455063,0.001004423,
4595.588235,1.455046,0.001005385,
4596.64445,1.455028,0.001006347,
4597.701149,1.455011,0.001007309,
4598.758335,1.454993,0.00100827,
4599.816007,1.454975,0.001009231,
4600.874166,1.454957,0.001010191,
4601.932812,1.45494,0.001011151,
4602.991945,1.454922,0.001012111,
4604.051565,1.454904,0.00101307,
4605.111674,1.454886,0.001014029,
4606.172271,1.454868,0.001014988,
4607.233356,1.45485,0.001015946,
4608.294931,1.454832,0.001016904,
4609.356995,1.454814,0.001017861,
4610.419548,1.454796,0.001018818,
4611.482592,1.454778,0.001019775,
4612.546125,1.45476,0.001020731,
4613.61015,1.454742,0.001021687,
4614.674665,1.454724,0.001022642,
4615.739672,1.454706,0.001023597,
4616.805171,1.454688,0.001024551,
4617.871161,1.454669,0.001025505,
4618.937644,1.454651,0.001026459,
4620.00462,1.454633,0.001027412,
4621.072089,1.454615,0.001028365,
4622.140051,1.454596,0.001029318,
4623.208507,1.454578,0.001030269,
4624.277457,1.454559,0.001031221,
4625.346901,1.454541,0.001032172,
4626.41684,1.454523,0.001033122,
4627.487274,1.454504,0.001034072,
4628.558204,1.454486,0.001035022,
4629.62963,1.454467,0.001035971,
4630.701551,1.454449,0.00103692,
4631.773969,1.45443,0.001037868,
4632.846884,1.454411,0.001038816,
4633.920297,1.454393,0.001039764,
4634.994206,1.454374,0.00104071,
4636.068614,1.454355,0.001041657,
4637.14352,1.454337,0.001042603,
4638.218924,1.454318,0.001043548,
4639.294827,1.454299,0.001044493,
4640.37123,1.45428,0.001045438,
4641.448132,1.454261,0.001046382,
4642.525534,1.454242,0.001047325,
4643.603436,1.454223,0.001048269,
4644.681839,1.454204,0.001049211,
4645.760743,1.454185,0.001050153,
4646.840149,1.454166,0.001051095,
4647.920056,1.454147,0.001052036,
4649.000465,1.454128,0.001052976,
4650.081376,1.454109,0.001053916,
4651.162791,1.45409,0.001054856,
4652.244708,1.454071,0.001055795,
4653.327129,1.454052,0.001056733,
4654.410054,1.454032,0.001057672,
4655.493482,1.454013,0.001058609,
4656.577416,1.453994,0.001059546,
4657.661854,1.453974,0.001060482,
4658.746797,1.453955,0.001061418,
4659.832246,1.453936,0.001062354,
4660.918201,1.453916,0.001063289,
4662.004662,1.453897,0.001064223,
4663.09163,1.453877,0.001065157,
4664.179104,1.453858,0.00106609,
4665.267087,1.453838,0.001067022,
4666.355576,1.453818,0.001067954,
4667.444574,1.453799,0.001068886,
4668.53408,1.453779,0.001069817,
4669.624095,1.453759,0.001070748,
4670.714619,1.45374,0.001071677,
4671.805653,1.45372,0.001072607,
4672.897196,1.4537,0.001073536,
4673.98925,1.45368,0.001074464,
4675.081814,1.45366,0.001075391,
4676.174889,1.45364,0.001076318,
4677.268475,1.453621,0.001077245,
4678.362573,1.453601,0.001078171,
4679.457183,1.45358,0.001079096,
4680.552305,1.45356,0.001080021,
4681.64794,1.45354,0.001080945,
4682.744088,1.45352,0.001081869,
4683.840749,1.4535,0.001082791,
4684.937925,1.45348,0.001083714,
4686.035614,1.45346,0.001084636,
4687.133818,1.453439,0.001085557,
4688.232536,1.453419,0.001086477,
4689.33177,1.453399,0.001087397,
4690.43152,1.453378,0.001088317,
4691.531785,1.453358,0.001089235,
4692.632567,1.453337,0.001090153,
4693.733865,1.453317,0.001091071,
4694.835681,1.453296,0.001091988,
4695.938014,1.453276,0.001092904,
4697.040864,1.453255,0.00109382,
4698.144233,1.453235,0.001094735,
4699.24812,1.453214,0.001095649,
4700.352526,1.453193,0.001096563,
4701.457452,1.453172,0.001097476,
4702.562897,1.453152,0.001098388,
4703.668862,1.453131,0.0010993,
4704.775347,1.45311,0.001100211,
4705.882353,1.453089,0.001101122,
4706.98988,1.453068,0.001102032,
4708.097928,1.453047,0.001102941,
4709.206499,1.453026,0.00110385,
4710.315591,1.453005,0.001104757,
4711.425206,1.452984,0.001105665,
4712.535344,1.452963,0.001106571,
4713.646005,1.452942,0.001107477,
4714.75719,1.45292,0.001108382,
4715.868899,1.452899,0.001109287,
4716.981132,1.452878,0.001110191,
4718.09389,1.452857,0.001111094,
4719.207173,1.452835,0.001111996,
4720.320982,1.452814,0.001112898,
4721.435316,1.452792,0.001113799,
4722.550177,1.452771,0.0011147,
4723.665564,1.452749,0.0011156,
4724.781479,1.452728,0.001116499,
4725.897921,1.452706,0.001117397,
4727.01489,1.452684,0.001118295,
4728.132388,1.452663,0.001119192,
4729.250414,1.452641,0.001120088,
4730.368969,1.452619,0.001120984,
4731.488053,1.452597,0.001121878,
4732.607667,1.452576,0.001122773,
4733.727811,1.452554,0.001123666,
4734.848485,1.452532,0.001124559,
4735.96969,1.45251,0.001125451,
4737.091426,1.452488,0.001126342,
4738.213693,1.452466,0.001127233,
4739.336493,1.452443,0.001128122,
4740.459825,1.452421,0.001129011,
4741.583689,1.452399,0.0011299,
4742.708086,1.452377,0.001130788,
4743.833017,1.452355,0.001131674,
